0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Emotions
0.2726116820469799,0.0018889823695644736,-727.4046630859375,39.94290542602539,-1.6782708168029785,7.223196983337402,-4.634714126586914,-6.327626705169678,-6.674175262451172,-11.066923141479492,-4.136505603790283,-3.850264310836792,-4.059074878692627,-5.652624607086182,-4.399698734283447,neutral
0.293308010349026,0.0007389240781776607,-797.7986450195312,32.44692611694336,-6.713990688323975,6.684237957000732,-4.76931095123291,-5.839230060577393,-9.006455421447754,-10.979171752929688,-6.628823280334473,-4.4473137855529785,-5.2814202308654785,-9.057539939880371,-4.2363715171813965,neutral
0.277763671875,0.0015396196395158768,-716.3533935546875,35.5476188659668,-6.022682189941406,7.9422688484191895,-6.150259017944336,-6.971256732940674,-7.063021659851074,-11.555154800415039,-4.877771854400635,-4.673669338226318,-2.1677942276000977,-6.634827613830566,-4.307180881500244,neutral
0.303371677150974,0.002145695500075817,-706.1412353515625,35.00211715698242,-7.671688079833984,9.358680725097656,-6.691967487335205,-9.426921844482422,-6.43780517578125,-12.181661605834961,-5.520776748657227,-4.077879428863525,-5.006566524505615,-4.896058082580566,-5.760537624359131,neutral
0.3059002246732026,0.0020933335181325674,-709.3892211914062,32.52045822143555,-5.224923133850098,6.454041957855225,-5.543655872344971,-8.12978458404541,-7.816564083099365,-12.57119369506836,-3.795335531234741,-4.8432183265686035,-3.868373155593872,-5.657685279846191,-4.462495803833008,neutral
0.2847799313296178,0.0008075318182818592,-790.887939453125,35.024330139160156,-6.144309043884277,11.189781188964844,-3.743043899536133,-7.731188774108887,-8.974464416503906,-11.212100982666016,-4.7247114181518555,-5.155792236328125,-3.07926082611084,-7.415829658508301,-3.057797431945801,neutral
0.286184550910596,0.0003976671432610601,-838.71875,42.2589111328125,-2.245948553085327,12.443266868591309,-2.3016817569732666,2.704615831375122,-8.48102855682373,-8.499539375305176,-6.8461833000183105,-3.1491200923919678,-4.022610664367676,-5.058007717132568,0.19252845644950867,sad
0.422454833984375,0.03267531469464302,-418.29669189453125,10.28239631652832,-31.42413902282715,-14.007901191711426,-16.70163345336914,-18.267791748046875,-12.18017578125,-16.127981185913086,-7.386582851409912,1.4613159894943237,3.9191551208496094,12.931553840637207,5.820006847381592,happy
0.28831380208333335,0.0005891105392947793,-802.7147827148438,39.45841979980469,0.11079325526952744,9.741202354431152,-2.279143810272217,2.1098504066467285,-5.17562198638916,-12.984359741210938,-3.820225715637207,-1.7401013374328613,-3.366962432861328,-3.516937732696533,-2.1583306789398193,sad
0.3028443191225166,0.0008165367762558162,-787.8821411132812,34.85173416137695,2.815749406814575,6.904304027557373,-1.4044145345687866,-4.367635250091553,-6.735886096954346,-10.346631050109863,-4.001649379730225,-4.390563488006592,-2.6138830184936523,-6.882833480834961,-3.0951364040374756,neutral
0.33909485237730064,0.00255676731467247,-668.1253051757812,42.33423614501953,-11.874655723571777,8.760904312133789,-2.5136778354644775,-14.843216896057129,-11.375770568847656,-17.029958724975586,-12.100387573242188,-3.2925987243652344,-9.500824928283691,-0.2710016071796417,-5.134673595428467,sad
0.26797672193877553,0.0034867015201598406,-673.9102783203125,27.615297317504883,-13.983658790588379,-1.5622797012329102,-5.716147422790527,-10.465154647827148,-8.601356506347656,-17.0992431640625,-7.76597785949707,-7.115991592407227,-5.626107215881348,-0.8333818912506104,-7.872591018676758,happy
0.2367307984983766,0.02121490240097046,-473.6564636230469,22.77918243408203,-27.78158950805664,-2.4766440391540527,-15.722082138061523,-15.869232177734375,-14.930587768554688,-16.876760482788086,-7.820433139801025,-3.1334011554718018,-3.393984317779541,-1.0868937969207764,-2.7694926261901855,happy
0.35472005208333335,0.004580008331686258,-629.486572265625,37.420711517333984,-2.4512205123901367,10.417362213134766,-3.482464075088501,-5.369232654571533,-8.344802856445312,-14.070183753967285,-7.192080974578857,-7.900623321533203,-7.866290092468262,-3.069572925567627,-7.386906623840332,happy
